scheme,packet_loss,ber,trials,mean_bits_per_frame,compression_vs_spectrogram8,compression_vs_iq12,mean_true_occupancy,mean_throughput_score,oracle_gap,mean_regret_occupancy,mean_net_utility,clean_channel_rate,low_interference_rate,oracle_equivalent_rate,exact_oracle_channel_rate,switch_rate
random,0.0,0.0001,3,0.0,0.0,0.0,0.018318062648177147,0.9816819230715433,0.014525557247300943,0.01452555786818266,0.9783236185709635,0.6927777777777777,0.9783333333333334,0.4388888888888889,0.3338888888888889,0.67166668176651
semantic_hard,0.0,0.0001,3,1045.16,125.41025774116235,22963.304029753854,0.0048821183542410536,0.9951179226239523,0.001089614680192123,0.0010896145831793547,0.9918317794799805,0.9394444444444444,0.9972222222222222,0.9144444444444444,0.7844444444444445,0.6572222113609314
semantic_hard_rep3,0.0,0.0001,3,3135.48,41.803419247054116,7654.434676584617,0.004861432282874982,0.9951386054356893,0.0010689288513579716,0.001068928783449034,0.9918385545412699,0.9394444444444444,0.9972222222222222,0.9155555555555556,0.7872222222222223,0.6600000063578287
semantic_soft,0.0,0.0001,3,1300.8,100.76698592827626,18450.986192921675,0.0052052441363533335,0.9947947065035502,0.0014127403458890815,0.0014127404040967424,0.9915114045143127,0.9344444444444444,0.9966666666666667,0.9061111111111111,0.7744444444444444,0.6566666563351949
semantic_soft_rep3,0.0,0.0001,3,3902.4,33.58899530942542,6150.328730973893,0.004989037911097209,0.9950109521547953,0.0011965344892814755,0.001196534411671261,0.991769274075826,0.94,0.9966666666666667,0.9172222222222223,0.7811111111111111,0.6483333309491476
spectrogram8_gate,0.0,0.0001,3,524288.0,0.25,45.7763671875,0.0191938653588295,0.9808061321576437,0.01540136244148016,0.01540136244148016,0.9776200453440348,0.7022222222222223,0.9727777777777776,0.44166666666666665,0.3411111111111111,0.6372222105662028
spectrogram8_partial,0.0,0.0001,3,655360.0,0.20000000000000004,36.62109375,0.005783491302281618,0.9942165414492289,0.0019909871431688466,0.0019909871431688466,0.9909776051839193,0.9233333333333333,0.9961111111111111,0.875,0.7494444444444445,0.647777775923411
spectrogram8_rep3_partial,0.0,0.0001,3,1966080.0,0.06666666666666667,12.20703125,0.004870993240425984,0.9951290289560953,0.0010784895275719464,0.0010784894596630086,0.9918373227119446,0.9388888888888888,0.9972222222222222,0.9155555555555556,0.7833333333333333,0.6583333412806193
fixed_ch0,0.0,0.001,3,0.0,0.0,0.0,0.02068023073176543,0.9793197313944498,0.016393895571430523,0.01639389619231224,0.9793197313944498,0.6772222222222221,0.9672222222222221,0.4811111111111111,0.38666666666666666,0.0
iq12_gate,0.0,0.001,3,96000000.0,0.0013653333333333336,0.25,0.01988281620045503,0.9801171620686849,0.01559648010879755,0.015596481350560984,0.9767227570215861,0.6711111111111112,0.9705555555555555,0.4188888888888889,0.3277777777777778,0.6788888971010844
iq12_partial,0.0,0.001,3,120000000.0,0.0010922666666666667,0.20000000000000004,0.01366672416528066,0.9863333106040955,0.009380388694504896,0.009380389004945755,0.9829443693161011,0.7755555555555556,0.985,0.6222222222222222,0.5205555555555555,0.6777777671813965
oracle,0.0,0.001,3,0.0,0.0,0.0,0.004286335005114476,0.9957136909166971,0.0,0.0,0.9924469590187073,0.9344444444444444,1.0,1.0,1.0,0.653333326180776
random,0.0,0.001,3,0.0,0.0,0.0,0.019589466974139214,0.9804105559984843,0.015303131813804308,0.015303132434686026,0.9770327607790629,0.6794444444444444,0.9727777777777779,0.4216666666666667,0.33166666666666667,0.6755555669466654
semantic_hard,0.0,0.001,3,1049.44,124.89864673071129,22869.625255867548,0.007557544391602278,0.9924424886703491,0.0032712090760469437,0.0032712089208265147,0.9891007939974467,0.9022222222222224,0.9899999999999999,0.8866666666666667,0.765,0.6683333317438761
semantic_hard_rep3,0.0,0.001,3,3148.3199999999997,41.63288224357043,7623.208418622515,0.006802540427694718,0.9931974411010742,0.0025162049181138477,0.002516204956918955,0.9899224241574606,0.9183333333333333,0.9905555555555555,0.9155555555555556,0.7916666666666666,0.6550000111262003
semantic_soft,0.0,0.001,3,1310.3111111111111,100.0351546571937,18316.983884984198,0.00798057516415914,0.9920194546381632,0.0036942396157731614,0.0036942399262140193,0.9887915651003519,0.8933333333333334,0.9894444444444445,0.8611111111111112,0.735,0.64555557568868
semantic_soft_rep3,0.0,0.001,3,3930.933333333333,33.3450515523979,6105.661294994733,0.006648937240242958,0.9933510621388754,0.0023626018470774093,0.002362601924687624,0.9900649189949036,0.918888888888889,0.991111111111111,0.9188888888888888,0.7894444444444444,0.6572222312291464
spectrogram8_gate,0.0,0.001,3,524288.0,0.25,45.7763671875,0.02026865320901076,0.9797313809394836,0.015982317738234997,0.015982318359116714,0.9765174786249796,0.6738888888888889,0.9688888888888889,0.4144444444444444,0.3183333333333333,0.6427777608235677
spectrogram8_partial,0.0,0.001,3,655360.0,0.20000000000000004,36.62109375,0.013351697474718094,0.9866483012835184,0.009065362314383188,0.009065362624824047,0.9834287961324056,0.7811111111111111,0.9833333333333334,0.6244444444444445,0.515,0.6438888708750407
spectrogram8_rep3_partial,0.0,0.001,3,1966080.0,0.06666666666666667,12.20703125,0.006232308068623145,0.9937676787376404,0.0019459725978473823,0.0019459726754575968,0.9904870589574178,0.9199999999999999,0.9927777777777776,0.9172222222222223,0.7977777777777778,0.6561111013094584
fixed_ch0,0.03,0.0,3,0.0,0.0,0.0,0.019756386056542397,0.9802435636520386,0.015691759375234444,0.01569175999611616,0.9802435636520386,0.6805555555555555,0.9738888888888888,0.46166666666666667,0.36833333333333335,0.0
iq12_gate,0.03,0.0,3,96000000.0,0.0013653333333333336,0.25,0.017880519852042198,0.9821194807688395,0.013815892860293388,0.013815892860293388,0.9787555932998657,0.6961111111111111,0.9805555555555555,0.44722222222222224,0.3499999999999999,0.672777791817983
iq12_partial,0.03,0.0,3,120000000.0,0.0010922666666666667,0.20000000000000004,0.005635940780242284,0.9943641026814779,0.0015713136914807062,0.001571313536260277,0.9911723732948303,0.9211111111111111,0.9955555555555554,0.9144444444444444,0.7894444444444444,0.6383333206176758
oracle,0.03,0.0,3,0.0,0.0,0.0,0.004064627146969239,0.9959354400634766,0.0,0.0,0.9926686485608419,0.9355555555555556,0.9994444444444444,1.0,1.0,0.653333326180776
random,0.03,0.0,3,0.0,0.0,0.0,0.019079025213917095,0.9809209108352661,0.015014396980404854,0.01501439760128657,0.9775709708531698,0.6911111111111111,0.9733333333333333,0.43277777777777776,0.32833333333333337,0.6700000166893005
semantic_hard,0.03,0.0,3,1046.28,125.28047363895662,22939.53985088317,0.005908310413360596,0.9940916697184244,0.0018436833440015714,0.0018436833828066785,0.9908777872721354,0.9183333333333334,0.9944444444444445,0.9094444444444445,0.7883333333333334,0.6427777806917826
semantic_hard_rep3,0.03,0.0,3,3138.84,41.76015787965221,7646.513283627725,0.005372131088127692,0.994627833366394,0.0013075042321967583,0.0013075042515993118,0.9913778702418009,0.9277777777777777,0.9955555555555554,0.9283333333333333,0.8083333333333332,0.649999996026357
